,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
2668,SAHIWAL-III,NA-162,RANA MASOOD ARIF,Independent,420,179312,3684,182742,306359,59.65 %,
2669,SAHIWAL-III,NA-162,SHAFAQAT RASOOL,Millat Party,0,179312,3684,182742,306359,59.65 %,
2670,SAHIWAL-IV,NA-163,AFTAB IRSHAD CHEEMA,Pakistan Tehreek-e-Insaf,16311,174115,4082,177676,276191,64.33 %,
2671,SAHIWAL-IV,NA-163,CHAUDHRY MUHAMMAD MANSHA RIZWAN ADVOCATE,Independent,406,174115,4082,177676,276191,64.33 %,
2672,SAHIWAL-IV,NA-163,CHAUDHRY MUHAMMAD MUNIR AZHAR,Pakistan Muslim League (N),89126,174115,4082,177676,276191,64.33 %,
2673,SAHIWAL-IV,NA-163,CHAUDHRY SHAHID MUNIR,Independent,83,174115,4082,177676,276191,64.33 %,
2674,SAHIWAL-IV,NA-163,MAJOR R MUHAMMAD GHULAM SARWAR,Jamaat-e-Islami Pakistan,117,174115,4082,177676,276191,64.33 %,
2675,SAHIWAL-IV,NA-163,MALIK NAUMAN AHMAD LANGRIAL,Pakistan Muslim League,67076,174115,4082,177676,276191,64.33 %,
2676,SAHIWAL-IV,NA-163,MUHAMMAD MUNEER,Independent,411,174115,4082,177676,276191,64.33 %,
2677,SAHIWAL-IV,NA-163,SAJJAD AHMAD CHEEMA,Independent,585,174115,4082,177676,276191,64.33 %,
2678,PAKPATTAN-I,NA-164,HAMEED GHAZI DOGAR,Sunni Ittehad Council,840,163673,6212,169357,260811,64.93 %,
2679,PAKPATTAN-I,NA-164,MOEEN UDDIN SHAH KHAGGA,Independent,832,163673,6212,169357,260811,64.93 %,
2680,PAKPATTAN-I,NA-164,MUHAMMAD SHAH KHAGGA,Pakistan Muslim League,65630,163673,6212,169357,260811,64.93 %,
2681,PAKPATTAN-I,NA-164,NASEEM HASHIM KHAN,Pakistan Tehreek-e-Insaf,27958,163673,6212,169357,260811,64.93 %,
2682,PAKPATTAN-I,NA-164,NOOR AHMAD,Muttahida Qaumi Movement Pakistan,429,163673,6212,169357,260811,64.93 %,
2683,PAKPATTAN-I,NA-164,SARDAR MANSAB ALI DOGAR,Pakistan Muslim League (N),67984,163673,6212,169357,260811,64.93 %,
2684,PAKPATTAN-II,NA-165,AHMAD RAZA MANEKA,Pakistan Tehreek-e-Insaf,55279,165242,5942,170599,270634,63.03 %,
2685,PAKPATTAN-II,NA-165,BISMILLAH SHAH,Independent,11195,165242,5942,170599,270634,63.03 %,
2686,PAKPATTAN-II,NA-165,DEWAN  AZMAT SAID MUHAMMAD CHISHTI,Independent,20833,165242,5942,170599,270634,63.03 %,
2687,PAKPATTAN-II,NA-165,HAJI ASGHAR ALI,Independent,465,165242,5942,170599,270634,63.03 %,
2688,PAKPATTAN-II,NA-165,KHALID SAEED KHAN,Independent,1330,165242,5942,170599,270634,63.03 %,
2689,PAKPATTAN-II,NA-165,MAKHDOOM NASIR FARID CHISHTTI,Independent,721,165242,5942,170599,270634,63.03 %,
2690,PAKPATTAN-II,NA-165,MIAN QAMAR UL ZAMAN JAMMU,Independent,2299,165242,5942,170599,270634,63.03 %,
2691,PAKPATTAN-II,NA-165,MIAN QAMAR UZ ZAMAN BODLA,Independent,436,165242,5942,170599,270634,63.03 %,
2692,PAKPATTAN-II,NA-165,MIAN TARIQ ALI BODLA,Muttahida Qaumi Movement Pakistan,446,165242,5942,170599,270634,63.03 %,
2693,PAKPATTAN-II,NA-165,RAO AZMAT ULLAH KHAN,Jamiat Ulama-e-Pakistan  (Noorani),434,165242,5942,170599,270634,63.03 %,
2694,PAKPATTAN-II,NA-165,SYED MUHAMMAD ATHAR HUSSAIN SHAH GILLANI,Pakistan Muslim League (N),71804,165242,5942,170599,270634,63.03 %,
2695,PAKPATTAN-III,NA-166,AISH MOHAMMAD KHAN SRA ADVOCATE,Independent,334,189344,7151,195901,292076,67.07 %,
2696,PAKPATTAN-III,NA-166,ASGHAR ALI JUTT,Independent,30941,189344,7151,195901,292076,67.07 %,
2697,PAKPATTAN-III,NA-166,IMBSAT KHIZRA RANA,Independent,105,189344,7151,195901,292076,67.07 %,
2698,PAKPATTAN-III,NA-166,MIAN MUHAMMAD AMJAD JOYIA,Pakistan Tehreek-e-Insaf,49270,189344,7151,195901,292076,67.07 %,
2699,PAKPATTAN-III,NA-166,MOHAMMAD UMER AGHA AWAAN,Muttahida Qaumi Movement Pakistan,129,189344,7151,195901,292076,67.07 %,
2700,PAKPATTAN-III,NA-166,MOHTARMA MUSSARAT SHAHEEN ASGHAR,Independent,1126,189344,7151,195901,292076,67.07 %,
2701,PAKPATTAN-III,NA-166,MUHAMMAD HAIDER SULTAN,Independent,970,189344,7151,195901,292076,67.07 %,
2702,PAKPATTAN-III,NA-166,MUHAMMAD HUSSAIN,Independent,952,189344,7151,195901,292076,67.07 %,
2703,PAKPATTAN-III,NA-166,MUHAMMAD IQBAL JUTT,MUTAHIDA DEENI MAHAZ,3379,189344,7151,195901,292076,67.07 %,
2704,PAKPATTAN-III,NA-166,RAJA TALIA SAEED KHAN,Pakistan Muslim League,10853,189344,7151,195901,292076,67.07 %,
2705,PAKPATTAN-III,NA-166,RANA GHAZANFAR ABBAS,Independent,228,189344,7151,195901,292076,67.07 %,
2706,PAKPATTAN-III,NA-166,RANA ZAHID HUSSAIN KHAN,Pakistan Muslim League (N),87209,189344,7151,195901,292076,67.07 %,
2707,PAKPATTAN-III,NA-166,SAIMA KASHIFA TUL FARDOOS,Independent,375,189344,7151,195901,292076,67.07 %,
2708,VEHARI-I,NA-167,Abid Ali,Independent,344,198894,7685,206152,331598,62.169 %,
2709,VEHARI-I,NA-167,Ali Anwar alias Ali Jee,Independent,143,198894,7685,206152,331598,62.169 %,
2710,VEHARI-I,NA-167,Aqeel Ahmad Shani Dogar,Independent,72,198894,7685,206152,331598,62.169 %,
2711,VEHARI-I,NA-167,Asghar Ali Javed,Pakistan Falah Party,89,198894,7685,206152,331598,62.169 %,
2712,VEHARI-I,NA-167,Chaudhary Ehsan Ullah Cheema,Independent,146,198894,7685,206152,331598,62.169 %,
2713,VEHARI-I,NA-167,Chaudhary Nazeer Ahmad,Pakistan Muslim League (N),99907,198894,7685,206152,331598,62.169 %,
2714,VEHARI-I,NA-167,Chaudhary Usman Ahmad Waraich,Independent,4497,198894,7685,206152,331598,62.169 %,
2715,VEHARI-I,NA-167,Col Rtd Rao Abid Ali Khan,Pakistan Peoples Party Parliamentarians,4379,198894,7685,206152,331598,62.169 %,
2716,VEHARI-I,NA-167,Malik Zulfiqar Hussain,Pakistan Kissan Ittehad,2271,198894,7685,206152,331598,62.169 %,
2717,VEHARI-I,NA-167,Maqsood Ahmad Sajjad,Independent,393,198894,7685,206152,331598,62.169 %,
2718,VEHARI-I,NA-167,Mehr Tariq Maqsood Advocate,Muttahida Qaumi Movement Pakistan,524,198894,7685,206152,331598,62.169 %,
2719,VEHARI-I,NA-167,Mohtarma Ayesha Nazeer Jat,Independent,43703,198894,7685,206152,331598,62.169 %,
2720,VEHARI-I,NA-167,Mohtarma Shagufta Chaudhary,Independent,146,198894,7685,206152,331598,62.169 %,
2721,VEHARI-I,NA-167,Moulana Abdul Naeem Nomani,Jamiat Ulama-e-Islam (F),110,198894,7685,206152,331598,62.169 %,
2722,VEHARI-I,NA-167,Muhammad Ahad,Independent,71,198894,7685,206152,331598,62.169 %,
2723,VEHARI-I,NA-167,Muhammad Rafique Nizami Advocate,Jamaat-e-Islami Pakistan,650,198894,7685,206152,331598,62.169 %,
2724,VEHARI-I,NA-167,Muhammad Tahir Saleem Chaudhary,Independent,682,198894,7685,206152,331598,62.169 %,
2725,VEHARI-I,NA-167,Qari Shaheen Iqbal,Independent,111,198894,7685,206152,331598,62.169 %,
2726,VEHARI-I,NA-167,Rao Habib Ur Rehman,MUTAHIDA DEENI MAHAZ,5057,198894,7685,206152,331598,62.169 %,
2727,VEHARI-I,NA-167,Riasat Ali Bhatti,Pakistan Tehreek-e-Insaf,35416,198894,7685,206152,331598,62.169 %,
2728,VEHARI-I,NA-167,Sadia Naveed Qureshi,Independent,77,198894,7685,206152,331598,62.169 %,
2729,VEHARI-I,NA-167,Sajid Sharif,Independent,54,198894,7685,206152,331598,62.169 %,
2730,VEHARI-I,NA-167,Salman Shahid,Independent,52,198894,7685,206152,331598,62.169 %,
2731,VEHARI-II,NA-168,Abdul khaliq,Independent,512,187849,5934,187727,312836,61.91 %,
2732,VEHARI-II,NA-168,Arifa Nazir,Independent,17445,187849,5934,187727,312836,61.91 %,
2733,VEHARI-II,NA-168,Ijaz Ahmad,Independent,218,187849,5934,187727,312836,61.91 %,
2734,VEHARI-II,NA-168,Muhammad Amjad,Jamiat Ulama-e-Pakistan  (Noorani),538,187849,5934,187727,312836,61.91 %,
2735,VEHARI-II,NA-168,Muhammad Iqbal,Independent,424,187849,5934,187727,312836,61.91 %,
2736,VEHARI-II,NA-168,Muhammad Ishaq Khan Khakwani,Pakistan Tehreek-e-Insaf,54334,187849,5934,187727,312836,61.91 %,
2737,VEHARI-II,NA-168,Muhammad Nawaz,Muttahida Qaumi Movement Pakistan,510,187849,5934,187727,312836,61.91 %,
2738,VEHARI-II,NA-168,Natasha Daultana,Pakistan Peoples Party Parliamentarians,42292,187849,5934,187727,312836,61.91 %,
2739,VEHARI-II,NA-168,Sajid Mehdi,Pakistan Muslim League (N),69049,187849,5934,187727,312836,61.91 %,
2740,VEHARI-II,NA-168,Sajid Sahrif,Independent,427,187849,5934,187727,312836,61.91 %,
2741,VEHARI-II,NA-168,Shahadat Ali,Independent,289,187849,5934,187727,312836,61.91 %,
2742,VEHARI-II,NA-168,Syed Muhammad Afzal,Awami National Party,826,187849,5934,187727,312836,61.91 %,
2743,VEHARI-II,NA-168,Tariq Iqbal,Pakistan Kissan Ittehad,985,187849,5934,187727,312836,61.91 %,
2744,VEHARI-III,NA-169,Abdul Khaliq Kalal,Independent,655,199613,4638,203822,321145,63.46 %,
2745,VEHARI-III,NA-169,Aftab Ahmad Khan Khichi,Pakistan Tehreek-e-Insaf,27226,199613,4638,203822,321145,63.46 %,
2746,VEHARI-III,NA-169,Asif Hanif,Independent,63,199613,4638,203822,321145,63.46 %,
2747,VEHARI-III,NA-169,Bashir Ahmad,MUTAHIDA DEENI MAHAZ,219,199613,4638,203822,321145,63.46 %,
2748,VEHARI-III,NA-169,Ch Ghulam Mustafa Jutt,Independent,62,199613,4638,203822,321145,63.46 %,
2749,VEHARI-III,NA-169,Ghulam Sarwar Khan Khichi,Independent,144,199613,4638,203822,321145,63.46 %,
2750,VEHARI-III,NA-169,Haji Zafar Ali,Independent,952,199613,4638,203822,321145,63.46 %,
2751,VEHARI-III,NA-169,Mian Anwar Hussain Qureshi,Independent,76,199613,4638,203822,321145,63.46 %,
2752,VEHARI-III,NA-169,MohtarmaTehmina Doultana,Pakistan Muslim League (N),72956,199613,4638,203822,321145,63.46 %,
2753,VEHARI-III,NA-169,Mohtrma Abida Nazeer Jutt,Independent,5839,199613,4638,203822,321145,63.46 %,
2754,VEHARI-III,NA-169,Muhammad Abdullah,Independent,103,199613,4638,203822,321145,63.46 %,
2755,VEHARI-III,NA-169,Muhammad Hussain,Independent,43,199613,4638,203822,321145,63.46 %,
2756,VEHARI-III,NA-169,Muhammad Shabbir Rao  Billu Khan,Independent,30,199613,4638,203822,321145,63.46 %,
2757,VEHARI-III,NA-169,Muhammad Tahir Khan,Menecracy action Party,110,199613,4638,203822,321145,63.46 %,
2758,VEHARI-III,NA-169,Nisar Ahmad,Independent,68,199613,4638,203822,321145,63.46 %,
2759,VEHARI-III,NA-169,Peer Nasir Saqlalin Muhammadi,Mohajir Qaumi Movement Pakistan,230,199613,4638,203822,321145,63.46 %,
2760,VEHARI-III,NA-169,Qari Khalil ur Rehman,Jamiat Ulama-e-Islam (F),756,199613,4638,203822,321145,63.46 %,
2761,VEHARI-III,NA-169,Rao Muhammad Akram,Independent,31,199613,4638,203822,321145,63.46 %,
2762,VEHARI-III,NA-169,Shahid Qamar Ghani,Independent,193,199613,4638,203822,321145,63.46 %,
2763,VEHARI-III,NA-169,Syed Javed Hussain Shah,Jamaat-e-Islami Pakistan,171,199613,4638,203822,321145,63.46 %,
2764,VEHARI-III,NA-169,Tahir Iqbal Ch,Independent,89673,199613,4638,203822,321145,63.46 %,
2765,VEHARI-III,NA-169,Zahid Iqbal Chaudhay,Independent,13,199613,4638,203822,321145,63.46 %,
2766,VEHARI-IV,NA-170,Ahmed Nawaz Khan Khichi,Independent,203,197980,5763,203104,319983,63.47 %,
2767,VEHARI-IV,NA-170,Arsal Khan khichi,Independent,782,197980,5763,203104,319983,63.47 %,
2768,VEHARI-IV,NA-170,Asim Saeed Khan Manais,Independent,352,197980,5763,203104,319983,63.47 %,
2769,VEHARI-IV,NA-170,Azhar Ahmed Khan yousafzai,Independent,5901,197980,5763,203104,319983,63.47 %,
2770,VEHARI-IV,NA-170,Chaudhry Ghazanfar Abbas Ghallo,Independent,494,197980,5763,203104,319983,63.47 %,
2771,VEHARI-IV,NA-170,jahangir ahmed khan yousafzai,Independent,1393,197980,5763,203104,319983,63.47 %,
2772,VEHARI-IV,NA-170,Jahangir Ahmed Khan Yousafzai,Millat Party,0,197980,5763,203104,319983,63.47 %,
2773,VEHARI-IV,NA-170,Major Retired Haq Daad Ali Khan,Jamaat-e-Islami Pakistan,1596,197980,5763,203104,319983,63.47 %,
2774,VEHARI-IV,NA-170,Mehmood Hayyat Khan Alias Tauchi Khan,Pakistan Peoples Party Parliamentarians,19554,197980,5763,203104,319983,63.47 %,
2775,VEHARI-IV,NA-170,muhammad Aurangzaib Khan Khichi,Pakistan Tehreek-e-Insaf,81131,197980,5763,203104,319983,63.47 %,
2776,VEHARI-IV,NA-170,Qari Asghar Ali,MUTAHIDA DEENI MAHAZ,1675,197980,5763,203104,319983,63.47 %,
2777,VEHARI-IV,NA-170,Rana Zahoor ul Haq Advocate,Muttahida Qaumi Movement Pakistan,451,197980,5763,203104,319983,63.47 %,
2778,VEHARI-IV,NA-170,Saeed Ahmed Khan Manais,Pakistan Muslim League (N),83895,197980,5763,203104,319983,63.47 %,
2779,DERA GHAZI KHAN-I,NA-171,ABDUL GHAFOOR KOLACHI,Pakistan Kissan Ittehad,136,184298,5868,0,347789,52 %,
2780,DERA GHAZI KHAN-I,NA-171,ABDUL SALAM BUZDAR ADVOCATE,Independent,1552,184298,5868,0,347789,52 %,
2781,DERA GHAZI KHAN-I,NA-171,ATTA MUHAMMAD JAFRI,Jamaat-e-Islami Pakistan,2629,184298,5868,0,347789,52 %,
2782,DERA GHAZI KHAN-I,NA-171,GHULAM HADIAR,Balochistan National Party,359,184298,5868,0,347789,52 %,
2783,DERA GHAZI KHAN-I,NA-171,KHAWAJA MUDASAR MEHMOOD,Pakistan Tehreek-e-Insaf,17514,184298,5868,0,347789,52 %,
2784,DERA GHAZI KHAN-I,NA-171,KHAWAJA SHEERAZ MEHMOOD,Pakistan Peoples Party Parliamentarians,57276,184298,5868,0,347789,52 %,
2785,DERA GHAZI KHAN-I,NA-171,KHAWJA SHEHZAD MEHMOOD,Independent,789,184298,5868,0,347789,52 %,
2786,DERA GHAZI KHAN-I,NA-171,MOHTARMA SHAMOONA BADSHAH QAISRANI,Independent,395,184298,5868,0,347789,52 %,
2787,DERA GHAZI KHAN-I,NA-171,MUHAMMAD TAHIR MAKHDOOM,MUTAHIDA DEENI MAHAZ,56,184298,5868,0,347789,52 %,
2788,DERA GHAZI KHAN-I,NA-171,RASHIDA MALIK,Independent,890,184298,5868,0,347789,52 %,
2789,DERA GHAZI KHAN-I,NA-171,REHMAT ULLAH KHAN DOUNA ADVOCATE,Independent,999,184298,5868,0,347789,52 %,
2790,DERA GHAZI KHAN-I,NA-171,SARDAR MEER BADSHAH KHAN QAISRANI,Jamiat Ulama-e-Islam (F),37961,184298,5868,0,347789,52 %,
2791,DERA GHAZI KHAN-I,NA-171,SARDAR MUHAMMAD AMJAD FAROOQ KHAN KHOSA,Pakistan Muslim League (N),62849,184298,5868,0,347789,52 %,
2792,DERA GHAZI KHAN-I,NA-171,SARDAR RAFIQ AR SANJRANI,Jamiat Ulama-e-Islam (S),173,184298,5868,0,347789,52 %,
2793,DERA GHAZI KHAN-I,NA-171,SARDAR SHER ZAMAN KHAN QAISRANI,Azad Pakistan Party,116,184298,5868,0,347789,52 %,
2794,DERA GHAZI KHAN-I,NA-171,ZAFAR IQBAL,Independent,604,184298,5868,0,347789,52 %,
2795,DERA GHAZI KHAN-II,NA-172,Dr Mian Abdul Rehman,Independent,594,158239,5608,163652,345974,47.30 %,
2796,DERA GHAZI KHAN-II,NA-172,Dr Saeed Ahmad Buzdar,Pakistan Peoples Party (Shaheed Bhutto),2358,158239,5608,163652,345974,47.30 %,
2797,DERA GHAZI KHAN-II,NA-172,Ghulam Haider,All Pakistan Muslim League,463,158239,5608,163652,345974,47.30 %,
2798,DERA GHAZI KHAN-II,NA-172,Hafiz Abdul Kareem,Pakistan Muslim League (N),49230,158239,5608,163652,345974,47.30 %,
2799,DERA GHAZI KHAN-II,NA-172,Haji Abdul Rasheed Khan Bhatti,Jamiat Ulama-e-Islam (F),290,158239,5608,163652,345974,47.30 %,
2800,DERA GHAZI KHAN-II,NA-172,Hakeem Sheikh Mueen Ud Din Qureshi,Independent,403,158239,5608,163652,345974,47.30 %,
2801,DERA GHAZI KHAN-II,NA-172,Izhar Ul Haq Qureshi Siddiqui,Muttahida Qaumi Movement Pakistan,247,158239,5608,163652,345974,47.30 %,
2802,DERA GHAZI KHAN-II,NA-172,Khadim Hussain,Independent,5583,158239,5608,163652,345974,47.30 %,
2803,DERA GHAZI KHAN-II,NA-172,Makhdoom Syed Ejaz Hussain Naqvi,Independent,684,158239,5608,163652,345974,47.30 %,
2804,DERA GHAZI KHAN-II,NA-172,Mian Abdul Rehman Bodla,Independent,186,158239,5608,163652,345974,47.30 %,
2805,DERA GHAZI KHAN-II,NA-172,Mohtarma Zartaj Gul Akhwand,Pakistan Tehreek-e-Insaf,38643,158239,5608,163652,345974,47.30 %,
2806,DERA GHAZI KHAN-II,NA-172,Qari Abdul Ghafoor Mirani,Independent,275,158239,5608,163652,345974,47.30 %,
2807,DERA GHAZI KHAN-II,NA-172,Sardar Maqsood Khan Leghari,Pakistan Muslim League,19558,158239,5608,163652,345974,47.30 %,
2808,DERA GHAZI KHAN-II,NA-172,Sardar Muhammad Jamal Khan Leghari,Independent,39389,158239,5608,163652,345974,47.30 %,
2809,DERA GHAZI KHAN-II,NA-172,Sheikh Muhammad Iqbal,Pakistan Peoples Party Parliamentarians,336,158239,5608,163652,345974,47.30 %,
2810,DERA GHAZI KHAN-III,NA-173,Hafiz Khalid Rauf,Jamaat-e-Islami Pakistan,2517,183674,7610,189004,358766,52.68 %,
2811,DERA GHAZI KHAN-III,NA-173,Mahar Sajjad Hussain Cheena,Pakistan Tehreek-e-Insaf,24858,183674,7610,189004,358766,52.68 %,
2812,DERA GHAZI KHAN-III,NA-173,Malik Muhammad Ramzan Jerh,Independent,102,183674,7610,189004,358766,52.68 %,
2813,DERA GHAZI KHAN-III,NA-173,Molana Muhammad Iqbal Rasheed,Jamiat Ulama-e-Islam (F),1803,183674,7610,189004,358766,52.68 %,
2814,DERA GHAZI KHAN-III,NA-173,Sardar Amjad Shabir Khan Lund,Independent,466,183674,7610,189004,358766,52.68 %,
2815,DERA GHAZI KHAN-III,NA-173,Sardar Awais Ahmad Khan Leghari,Independent,82521,183674,7610,189004,358766,52.68 %,
2816,DERA GHAZI KHAN-III,NA-173,Sardar Muhammad Saif Ud Din Khan Khosa,Millat Party,0,183674,7610,189004,358766,52.68 %,
2817,DERA GHAZI KHAN-III,NA-173,sardar muhammad saif ud din khan khosa,Pakistan Peoples Party Parliamentarians,60258,183674,7610,189004,358766,52.68 %,
2818,DERA GHAZI KHAN-III,NA-173,Syed Ashraf Hussain Shah,Muttahida Qaumi Movement Pakistan,376,183674,7610,189004,358766,52.68 %,
2819,DERA GHAZI KHAN-III,NA-173,Taj Rasool Sahib,Independent,10773,183674,7610,189004,358766,52.68 %,
2820,RAJANPUR-I,NA-174,ABDUL MOHSIN,Jamaat-e-Islami Pakistan,6193,211060,10187,219916,369102,59.52 %,
2821,RAJANPUR-I,NA-174,Abdul Razzaq,Pakistan Tehreek-e-Insaf,6964,211060,10187,219916,369102,59.52 %,
2822,RAJANPUR-I,NA-174,Khawaja Kaleem ud Din Koreja,Pakistan Peoples Party Parliamentarians,25363,211060,10187,219916,369102,59.52 %,
2823,RAJANPUR-I,NA-174,Mehmood Ahmad,Jamiat Ulama-e-Pakistan  (Noorani),80,211060,10187,219916,369102,59.52 %,
2824,RAJANPUR-I,NA-174,Mirza Shahbaz,Independent,232,211060,10187,219916,369102,59.52 %,
2825,RAJANPUR-I,NA-174,Muhammad Askari ul Hidayat,Majlis-e-Wahdat-e-Muslimeen Pakistan,1205,211060,10187,219916,369102,59.52 %,
2826,RAJANPUR-I,NA-174,Muhammad Ikram,Independent,703,211060,10187,219916,369102,59.52 %,
2827,RAJANPUR-I,NA-174,Qari Abdul Majeed,MUTAHIDA DEENI MAHAZ,221,211060,10187,219916,369102,59.52 %,
2828,RAJANPUR-I,NA-174,Rasheed Ahmad Khan Langha,Pakistan Sariaki Party,578,211060,10187,219916,369102,59.52 %,
2829,RAJANPUR-I,NA-174,Saifullah Khan,Muttahida Qaumi Movement Pakistan,414,211060,10187,219916,369102,59.52 %,
2830,RAJANPUR-I,NA-174,Sardar Adeel Hassan Khan Gorchani,Independent,297,211060,10187,219916,369102,59.52 %,
2831,RAJANPUR-I,NA-174,Sardar Ali Raza Khan Dreshak,Independent,1986,211060,10187,219916,369102,59.52 %,
2832,RAJANPUR-I,NA-174,Sardar Hasnain Bahadur Khan dreshak,Independent,2250,211060,10187,219916,369102,59.52 %,
2833,RAJANPUR-I,NA-174,Sardar Muhammad Jaffar Khan Leghari,Pakistan Muslim League (N),101705,211060,10187,219916,369102,59.52 %,
2834,RAJANPUR-I,NA-174,Sardar Nasrullah Khan Dreshak,Independent,61863,211060,10187,219916,369102,59.52 %,
2835,RAJANPUR-I,NA-174,Sardar Zulfiqar Khan Dreshak,Independent,1006,211060,10187,219916,369102,59.52 %,
2836,RAJANPUR-II,NA-175,Abdul Majeed Pathan Advocate,Jamaat-e-Islami Pakistan,1365,214671,14058,227313,355184,64 %,
2837,RAJANPUR-II,NA-175,Athar Ali Mazari,Independent,344,214671,14058,227313,355184,64 %,
2838,RAJANPUR-II,NA-175,Doctor Hafeez ur Rehman Khan Drishak,Pakistan Muslim League (N),110573,214671,14058,227313,355184,64 %,
2839,RAJANPUR-II,NA-175,Ghulam Mohudin urf Shabab,Independent,1026,214671,14058,227313,355184,64 %,
2840,RAJANPUR-II,NA-175,Ghulam Nazik Solangi,Independent,3085,214671,14058,227313,355184,64 %,
2841,RAJANPUR-II,NA-175,Imam Bukhsh Khan Mazari Advocate,Independent,988,214671,14058,227313,355184,64 %,
2842,RAJANPUR-II,NA-175,Khawaja Sharif Muhammad  Koreja,Pakistan Tehreek-e-Insaf,13805,214671,14058,227313,355184,64 %,
2843,RAJANPUR-II,NA-175,Mir Dost Muhammad Khan Mazari,Independent,73885,214671,14058,227313,355184,64 %,
2844,RAJANPUR-II,NA-175,Muhammad Sharif Sadwani Mazari,Jamiat Ulama-e-Islam (F),1284,214671,14058,227313,355184,64 %,
2845,RAJANPUR-II,NA-175,Qadeer Shahbaz Khan Mazari Advocate,Independent,643,214671,14058,227313,355184,64 %,
2846,RAJANPUR-II,NA-175,Rana Muhammad Arshad Khan,Muttahida Qaumi Movement Pakistan,491,214671,14058,227313,355184,64 %,
2847,RAJANPUR-II,NA-175,Saradar Sikandar Hayat Khan Goopang,All Pakistan Muslim League,89,214671,14058,227313,355184,64 %,
2848,RAJANPUR-II,NA-175,Sardar Jahazeb Khan Drishak Almarof Chand Khan,Pakistan Peoples Party Parliamentarians,6581,214671,14058,227313,355184,64 %,
2849,RAJANPUR-II,NA-175,Sardar Shamsher Ali Khan Mazari,Independent,512,214671,14058,227313,355184,64 %,
2850,MUZAFFARGARH-I,NA-176,Ameer Nawaz Khudai,Independent,244,205915,9337,210934,338237,62 %,
2851,MUZAFFARGARH-I,NA-176,Chaudhary MUhammad Farooq,Independent,814,205915,9337,210934,338237,62 %,
2852,MUZAFFARGARH-I,NA-176,Ghaffar  Hussain,Independent,730,205915,9337,210934,338237,62 %,
2853,MUZAFFARGARH-I,NA-176,Ghulam Murtaza Raheem,Independent,4074,205915,9337,210934,338237,62 %,
2854,MUZAFFARGARH-I,NA-176,Mahar Ghulam Shabir,MUTAHIDA DEENI MAHAZ,140,205915,9337,210934,338237,62 %,
2855,MUZAFFARGARH-I,NA-176,Maher Naveed Ahmad  Kherha,Pakistan Tehreek-e-Insaf,10840,205915,9337,210934,338237,62 %,
2856,MUZAFFARGARH-I,NA-176,Malik Ghulam Mustafa Khar,Pakistan Muslim League (F),74840,205915,9337,210934,338237,62 %,
2857,MUZAFFARGARH-I,NA-176,Malik Sultan Mehmood,Pakistan Muslim League (N),88322,205915,9337,210934,338237,62 %,
2858,MUZAFFARGARH-I,NA-176,Malik Zia ul Haque Tiwana,All Pakistan Muslim League,808,205915,9337,210934,338237,62 %,
2859,MUZAFFARGARH-I,NA-176,Mian Muhammad Sulaman Ali Qureshi,Independent,332,205915,9337,210934,338237,62 %,
2860,MUZAFFARGARH-I,NA-176,Muhammad Amjad Abbas,Independent,306,205915,9337,210934,338237,62 %,
2861,MUZAFFARGARH-I,NA-176,Muhammad Arshad Abbas Qureshi,Pakistan Peoples Party Parliamentarians,17183,205915,9337,210934,338237,62 %,
2862,MUZAFFARGARH-I,NA-176,Muhammad Qasim,Independent,244,205915,9337,210934,338237,62 %,
2863,MUZAFFARGARH-I,NA-176,Muhammad Shabir Ali,Independent,2950,205915,9337,210934,338237,62 %,
2864,MUZAFFARGARH-I,NA-176,Mulana Muhammad Abdul Majeed Farooqe,Jamiat Ulama-e-Islam (F),1600,205915,9337,210934,338237,62 %,
2865,MUZAFFARGARH-I,NA-176,Rana Muhammad Abu Bakar,Muttahida Qaumi Movement Pakistan,502,205915,9337,210934,338237,62 %,
2866,MUZAFFARGARH-I,NA-176,Rana Mushtaq Ahmad,Awami National Party,206,205915,9337,210934,338237,62 %,
2867,MUZAFFARGARH-I,NA-176,Zahid Iqbal,Independent,582,205915,9337,210934,338237,62 %,
2868,MUZAFFARGARH-II,NA-177,Doctor Muhammad Qasim Sahu,Independent,264,221919,8141,289210,357013,64.02 %,
2869,MUZAFFARGARH-II,NA-177,Ghulam Rabani Khar,Pakistan Peoples Party Parliamentarians,49822,221919,8141,289210,357013,64.02 %,
2870,MUZAFFARGARH-II,NA-177,Jamshaid Ahmad Dasti,Independent,103327,221919,8141,289210,357013,64.02 %,
2871,MUZAFFARGARH-II,NA-177,Khalid Ahmad Gurmani,Pakistan Muslim League (N),22719,221919,8141,289210,357013,64.02 %,
2872,MUZAFFARGARH-II,NA-177,Malik Muhammad Mudassar Abbas Khar,Independent,111,221919,8141,289210,357013,64.02 %,
2873,MUZAFFARGARH-II,NA-177,Malik Muhammad Rafique Khar,Independent,14634,221919,8141,289210,357013,64.02 %,
2874,MUZAFFARGARH-II,NA-177,Malik Muhammad Riaz Mansoor Khar,Independent,1319,221919,8141,289210,357013,64.02 %,
2875,MUZAFFARGARH-II,NA-177,Mian Zulfiqar Ali Qureshi,Pakistan Tehreek-e-Insaf,13757,221919,8141,289210,357013,64.02 %,
