,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
1536,Bahawalpur-III,NA-185,Muhammad Usman Farooq Malik,Independent,499,121413,2411,123818,364465,33.97 %
1537,Bahawalpur-III,NA-185,Sahibzadi Saira Abbasi Advocate,Independent,73,121413,2411,123818,364465,33.97 %
1538,Bahawalpur-III,NA-185,Sardar Muhammad Hussain Khan Lodhi.,Independent,301,121413,2411,123818,364465,33.97 %
1539,Bahawalpur-III,NA-185,Syed Irfan Ahmed Gardazi,Independent,47,121413,2411,123818,364465,33.97 %
1540,Bahawalpur-IV,NA-186,Chaudhry Muhammad Jamil Johar Advocate,Pakistan Muslim League (N),21123,156295,5103,160886,345653,46.54 %
1541,Bahawalpur-IV,NA-186,Mian Riaz Hussain Pirzada,Pakistan Muslim League,66757,156295,5103,160886,345653,46.54 %
1542,Bahawalpur-IV,NA-186,Muhammad Nawazish Ali Pirzada,Pakistan Peoples Party Parliamentarians,17947,156295,5103,160886,345653,46.54 %
1543,Bahawalpur-IV,NA-186,Syed Tasneem Nawaz Gardezi,Independent,50468,156295,5103,160886,345653,46.54 %
1544,Bahawalpur-V,NA-187,Ch. Saud Majeed,Pakistan Muslim League (N),77860,144746,3866,148572,317589,46.78 %
1545,Bahawalpur-V,NA-187,Ch.Pervaiz Elahi,Pakistan Muslim League,60079,144746,3866,148572,317589,46.78 %
1546,Bahawalpur-V,NA-187,Iftikhar Ahmed Cheema Advocate,Pakistan Peoples Party Parliamentarians,6112,144746,3866,148572,317589,46.78 %
1547,Bahawalpur-V,NA-187,Mahmood Majeed,Independent,695,144746,3866,148572,317589,46.78 %
1548,Bahawalnagar-I,NA-188,Malik Muhammad Naeem Khar,Independent,228,142799,5542,148311,269766,54.98 %
1549,Bahawalnagar-I,NA-188,Muhammad Akhtar Khadim Alias Khadim Hussain.,Pakistan Muslim League,52981,142799,5542,148311,269766,54.98 %
1550,Bahawalnagar-I,NA-188,Professor  Doctor  Noor  Muhammad Ghafari.,Pakistan Muslim League (N),4538,142799,5542,148311,269766,54.98 %
1551,Bahawalnagar-I,NA-188,Shoukat Ali Joya Laleka,Pakistan Peoples Party Parliamentarians,44861,142799,5542,148311,269766,54.98 %
1552,Bahawalnagar-I,NA-188,Syed Muhammad Asghar Shah.,Independent,40191,142799,5542,148311,269766,54.98 %
1553,Bahawalnagar-II,NA-189,Ahmed Farid Chishti,Independent,73,129080,4110,133186,323939,41.11 %
1554,Bahawalnagar-II,NA-189,Dr. Mian Akhtar Ali Lalika,Pakistan Muslim League (N),37218,129080,4110,133186,323939,41.11 %
1555,Bahawalnagar-II,NA-189,Ehsan Bari Mian Doctor Sahib,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,4626,129080,4110,133186,323939,41.11 %
1556,Bahawalnagar-II,NA-189,Malik Muhammad Naeem Khar,Independent,77,129080,4110,133186,323939,41.11 %
1557,Bahawalnagar-II,NA-189,Rao Muhammad Farman Uarf Chotu Chacha,Muttahida Qaumi Movement Pakistan,1423,129080,4110,133186,323939,41.11 %
1558,Bahawalnagar-II,NA-189,Samina Naveed,Independent,198,129080,4110,133186,323939,41.11 %
1559,Bahawalnagar-II,NA-189,Sayed Mumtaz Alam Gillani,Pakistan Peoples Party Parliamentarians,49678,129080,4110,133186,323939,41.11 %
1560,Bahawalnagar-II,NA-189,Shahida Sattar Laleka,Pakistan Muslim League,35787,129080,4110,133186,323939,41.11 %
1561,Bahawalnagar-III,NA-190,Abdul Ghafoor Chaudhary,Pakistan Peoples Party Parliamentarians,77664,151037,3629,154666,316829,48.81 %
1562,Bahawalnagar-III,NA-190,Abid Azeem,Pakistan Muslim League (N),2800,151037,3629,154666,316829,48.81 %
1563,Bahawalnagar-III,NA-190,Dr. Taj Hussain  Fani,Muttahida Qaumi Movement Pakistan,383,151037,3629,154666,316829,48.81 %
1564,Bahawalnagar-III,NA-190,Muhammad Maqasood Anjum,Independent,109,151037,3629,154666,316829,48.81 %
1565,Bahawalnagar-III,NA-190,Tahir Bashir Cheema,Pakistan Muslim League,70081,151037,3629,154666,316829,48.81 %
1566,Bahawalnagar-IV,NA-191,Mian  Abdul Rasheed,Independent,163,168500,4002,172405,362672,47.53 %
1567,Bahawalnagar-IV,NA-191,Muhammad Afzal Sindhu,Pakistan Peoples Party Parliamentarians,83903,168500,4002,172405,362672,47.53 %
1568,Bahawalnagar-IV,NA-191,Muhammad Ijaz-Ul-Haq,Pakistan Muslim League(Z),79283,168500,4002,172405,362672,47.53 %
1569,Bahawalnagar-IV,NA-191,Muhammad Rauf Khalid,Independent,979,168500,4002,172405,362672,47.53 %
1570,Bahawalnagar-IV,NA-191,Muhammad Yar Khan Kamoka,Pakistan Muslim League (N),3438,168500,4002,172405,362672,47.53 %
1571,Bahawalnagar-IV,NA-191,Sardar Afzaal Ahmed Madahar Advocate,Muttahida Qaumi Movement Pakistan,734,168500,4002,172405,362672,47.53 %
1572,Rahimyar Khan-I,NA-192,Chaudhry Masood Ahmad,Independent,767,155267,4349,159615,400697,39.84 %
1573,Rahimyar Khan-I,NA-192,Jahangir Khan Tareen (Retired),Independent,178,155267,4349,159615,400697,39.84 %
1574,Rahimyar Khan-I,NA-192,Makhdoom Syed Ahmad Alam Anwar,Pakistan Muslim League,45579,155267,4349,159615,400697,39.84 %
1575,Rahimyar Khan-I,NA-192,Makhdoom Syed Muhammad Masood Alam,Independent,388,155267,4349,159615,400697,39.84 %
1576,Rahimyar Khan-I,NA-192,Makhdum Syed Ahmad Mahmud,Pakistan Muslim League (F),40131,155267,4349,159615,400697,39.84 %
1577,Rahimyar Khan-I,NA-192,Mian Faiz-ul-Hassan,Pakistan Muslim League (N),3051,155267,4349,159615,400697,39.84 %
1578,Rahimyar Khan-I,NA-192,Syed Hamid Saeed Kazmi,Pakistan Peoples Party Parliamentarians,65395,155267,4349,159615,400697,39.84 %
1579,Rahimyar Khan-II,NA-193,Ch: Muhammad Jafar Iqbal,Independent,877,134669,4449,139069,356244,39.03 %
1580,Rahimyar Khan-II,NA-193,Ghous Muhammad,Independent,252,134669,4449,139069,356244,39.03 %
1581,Rahimyar Khan-II,NA-193,Maj: (Rtd) Syed Tanveer Hussain Satara Juraat,Pakistan Muslim League (F),11852,134669,4449,139069,356244,39.03 %
1582,Rahimyar Khan-II,NA-193,Mian Abdul Sattar,Pakistan Peoples Party Parliamentarians,58572,134669,4449,139069,356244,39.03 %
1583,Rahimyar Khan-II,NA-193,Muhammad Siddique,Independent,361,134669,4449,139069,356244,39.03 %
1584,Rahimyar Khan-II,NA-193,Sheikh Muhammad Akbar,Independent,903,134669,4449,139069,356244,39.03 %
1585,Rahimyar Khan-II,NA-193,Sheikh Muhammad Anwar,Pakistan Muslim League,37021,134669,4449,139069,356244,39.03 %
1586,Rahimyar Khan-II,NA-193,Zaib Jafar,Pakistan Muslim League (N),24831,134669,4449,139069,356244,39.03 %
1587,Rahimyar Khan-III,NA-194,Makhdoom Fahad Iqbal,Independent,658,138162,4406,142568,357267,39.90 %
1588,Rahimyar Khan-III,NA-194,Makhdoom Khusru Bakhtiar,Pakistan Muslim League,42442,138162,4406,142568,357267,39.90 %
1589,Rahimyar Khan-III,NA-194,Makhdoom Shahab-ud-Din,Pakistan Peoples Party Parliamentarians,59710,138162,4406,142568,357267,39.90 %
1590,Rahimyar Khan-III,NA-194,Makhdoom Syed Ahmad Mahmood,Pakistan Muslim League (F),34107,138162,4406,142568,357267,39.90 %
1591,Rahimyar Khan-III,NA-194,"Shehzad Asghar Khan Rind, Advocate",Pakistan Muslim League (N),1245,138162,4406,142568,357267,39.90 %
1592,Rahimyar Khan-IV,NA-195,Abdul Majeed Khan,Independent,259,102918,1390,144889,335006,43.24 %
1593,Rahimyar Khan-IV,NA-195,Hakeem Mian Gulzar Hussain,Independent,228,102918,1390,144889,335006,43.24 %
1594,Rahimyar Khan-IV,NA-195,Jam Mushtaq Ahmed Bhait,Independent,727,102918,1390,144889,335006,43.24 %
1595,Rahimyar Khan-IV,NA-195,Malik Muhammad Ishaq Solangi,Independent,559,102918,1390,144889,335006,43.24 %
1596,Rahimyar Khan-IV,NA-195,Molvi Muhammad Tariq Chohan,Independent,17898,102918,1390,144889,335006,43.24 %
1597,Rahimyar Khan-IV,NA-195,Pir Ayaz Muhammad Shah Advocate,Independent,75,102918,1390,144889,335006,43.24 %
1598,Rahimyar Khan-IV,NA-195,Rais Jehangir Ahmed,Independent,155,102918,1390,144889,335006,43.24 %
1599,Rahimyar Khan-IV,NA-195,Raja Waqas Mahfooz,Independent,97,102918,1390,144889,335006,43.24 %
1600,Rahimyar Khan-IV,NA-195,Syed Mustafa Mehmood,Pakistan Muslim League (F),81097,102918,1390,144889,335006,43.24 %
1601,Rahimyar Khan-IV,NA-195,Waheed-ud-Din,Independent,1823,102918,1390,144889,335006,43.24 %
1602,Rahimyar Khan-V,NA-196,Ch. Muhammad Jafar Iqbal,Pakistan Muslim League (N),20307,140670,4552,145143,352887,41.01 %
1603,Rahimyar Khan-V,NA-196,Ch. Zaffar Iqbal Warraich,Pakistan Muslim League,18375,140670,4552,145143,352887,41.01 %
1604,Rahimyar Khan-V,NA-196,Iftikhar Mughal,Muttahida Qaumi Movement Pakistan,544,140670,4552,145143,352887,41.01 %
1605,Rahimyar Khan-V,NA-196,Javed Iqbal Warraich,Pakistan Peoples Party Parliamentarians,52090,140670,4552,145143,352887,41.01 %
1606,Rahimyar Khan-V,NA-196,Javid Hassan Gujjar,Independent,215,140670,4552,145143,352887,41.01 %
1607,Rahimyar Khan-V,NA-196,Mian Ahmad Bilal,Independent,183,140670,4552,145143,352887,41.01 %
1608,Rahimyar Khan-V,NA-196,Mian Imtiaz Ahmad,Independent,47205,140670,4552,145143,352887,41.01 %
1609,Rahimyar Khan-V,NA-196,Muhammad Riaz Noori,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,1134,140670,4552,145143,352887,41.01 %
1610,Rahimyar Khan-V,NA-196,Shahid Islam,Independent,254,140670,4552,145143,352887,41.01 %
1611,Rahimyar Khan-V,NA-196,Zaib Jafar,Independent,363,140670,4552,145143,352887,41.01 %
1612,Rahimyar Khan-VI,NA-197,Ch. Muhammad Shafique,Independent,503,140934,5108,145705,352085,41.00 %
1613,Rahimyar Khan-VI,NA-197,Muhammad Faiz-ur-Rehman,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,157,140934,5108,145705,352085,41.00 %
1614,Rahimyar Khan-VI,NA-197,Muhammad Talib Bhatti,Muttahida Qaumi Movement Pakistan,479,140934,5108,145705,352085,41.00 %
1615,Rahimyar Khan-VI,NA-197,Rais Ibraheem Khalil Ahmad,Independent,2081,140934,5108,145705,352085,41.00 %
1616,Rahimyar Khan-VI,NA-197,Rais Munir Ahmad,Pakistan Muslim League,53983,140934,5108,145705,352085,41.00 %
1617,Rahimyar Khan-VI,NA-197,Sardar Muhammad Arshad Khan Laghari,Pakistan Muslim League (N),82565,140934,5108,145705,352085,41.00 %
1618,Rahimyar Khan-VI,NA-197,Shoukat Dawood,Independent,1166,140934,5108,145705,352085,41.00 %
1619,Sukkur cum Shikarpur(I,NA-198,Arif Hussain.,Independent,21,107595,2465,110038,265679,41.41 %
1620,Sukkur cum Shikarpur(I,NA-198,Arshad.,Independent,56,107595,2465,110038,265679,41.41 %
1621,Sukkur cum Shikarpur(I,NA-198,Farrukh Adil Shaikh.,Independent,24,107595,2465,110038,265679,41.41 %
1622,Sukkur cum Shikarpur(I,NA-198,Hafiz Masroor Lateef,Pakistan Muslim League (N),4138,107595,2465,110038,265679,41.41 %
1623,Sukkur cum Shikarpur(I,NA-198,Makhdoom Faiq Hussain.,Independent,11,107595,2465,110038,265679,41.41 %
1624,Sukkur cum Shikarpur(I,NA-198,Muhammad Ali.,Independent,23,107595,2465,110038,265679,41.41 %
1625,Sukkur cum Shikarpur(I,NA-198,Muhammad Asad Thaniwi.,Jamiat Ulama-e-Islam (S),3354,107595,2465,110038,265679,41.41 %
1626,Sukkur cum Shikarpur(I,NA-198,Munawar Ali Choohan.,Muttahida Qaumi Movement Pakistan,1862,107595,2465,110038,265679,41.41 %
1627,Sukkur cum Shikarpur(I,NA-198,Nauman Islam Shaikh.,Pakistan Peoples Party Parliamentarians,74086,107595,2465,110038,265679,41.41 %
1628,Sukkur cum Shikarpur(I,NA-198,Noor Muhammad Soomro,Independent,80,107595,2465,110038,265679,41.41 %
1629,Sukkur cum Shikarpur(I,NA-198,Salman Islam Shaikh.,Independent,51,107595,2465,110038,265679,41.41 %
1630,Sukkur cum Shikarpur(I,NA-198,Sardar Mir Yakoob Ali Shah.,Sindh United Party,66,107595,2465,110038,265679,41.41 %
1631,Sukkur cum Shikarpur(I,NA-198,Syed Muhammad Ayoub.,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,899,107595,2465,110038,265679,41.41 %
1632,Sukkur cum Shikarpur(I,NA-198,Syed Muhammad Fahad Rafique Faizi.,Independent,23,107595,2465,110038,265679,41.41 %
1633,Sukkur cum Shikarpur(I,NA-198,Tahir Hussain Shah.,Pakistan Muslim League,22854,107595,2465,110038,265679,41.41 %
1634,Sukkur cum Shikarpur(I,NA-198,Taj Muhammad Shaikh.,Independent,47,107595,2465,110038,265679,41.41 %
1635,Sukkur cum Shikarpur(II,NA-199,Abdul Mujeeb Pirzada,National Peoples Party,168,128454,2545,130989,269546,48.59 %
1636,Sukkur cum Shikarpur(II,NA-199,Dr. Noor Mohammad Waseem Soomro,Independent,62,128454,2545,130989,269546,48.59 %
1637,Sukkur cum Shikarpur(II,NA-199,Haji Javed Iqbal Jat,Pakistan Muslim League (N),250,128454,2545,130989,269546,48.59 %
1638,Sukkur cum Shikarpur(II,NA-199,Hidayatullah Khan,Independent,14,128454,2545,130989,269546,48.59 %
1639,Sukkur cum Shikarpur(II,NA-199,Jam Saifullah Khan Dharejo,Independent,22,128454,2545,130989,269546,48.59 %
1640,Sukkur cum Shikarpur(II,NA-199,Manzoor Ahmed Soomro,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,200,128454,2545,130989,269546,48.59 %
1641,Sukkur cum Shikarpur(II,NA-199,Mohammad Ali Shaikh,Independent,20,128454,2545,130989,269546,48.59 %
1642,Sukkur cum Shikarpur(II,NA-199,Syed Awais Qadir Shah,Independent,27,128454,2545,130989,269546,48.59 %
1643,Sukkur cum Shikarpur(II,NA-199,Syed Khursheed Ahmed Shah,Pakistan Peoples Party Parliamentarians,93394,128454,2545,130989,269546,48.59 %
1644,Sukkur cum Shikarpur(II,NA-199,Tahir Hussain Shah,Independent,10,128454,2545,130989,269546,48.59 %
1645,Sukkur cum Shikarpur(II,NA-199,Taj Mohammad Shaikh,Pakistan Muslim League,34204,128454,2545,130989,269546,48.59 %
1646,Sukkur cum Shikarpur(II,NA-199,Waheed Ahmed Mughal,Muttahida Qaumi Movement Pakistan,45,128454,2545,130989,269546,48.59 %
1647,Ghotki-I,NA-200,Abdul Barif Pitafi,Independent,16,142454,7101,149555,296064,50.51 %
1648,Ghotki-I,NA-200,Ali Mohammad Khan Juna Advocate,Pakistan Muslim League (N),104,142454,7101,149555,296064,50.51 %
1649,Ghotki-I,NA-200,Ali Mohammad Khan Mahar,Independent,32532,142454,7101,149555,296064,50.51 %
1650,Ghotki-I,NA-200,Arif Hussain,Independent,9,142454,7101,149555,296064,50.51 %
1651,Ghotki-I,NA-200,Hazar Khan Mahar,Independent,11,142454,7101,149555,296064,50.51 %
1652,Ghotki-I,NA-200,Jam Mahtab Hussain Dahar,Independent,135,142454,7101,149555,296064,50.51 %
1653,Ghotki-I,NA-200,Khalid Ahmed Khan Lund,Pakistan Muslim League,50223,142454,7101,149555,296064,50.51 %
1654,Ghotki-I,NA-200,Mian Abdul Haq alias Mian Mitho,Pakistan Peoples Party Parliamentarians,59022,142454,7101,149555,296064,50.51 %
1655,Ghotki-I,NA-200,Mian Farooq Ahmed,Independent,27,142454,7101,149555,296064,50.51 %
1656,Ghotki-I,NA-200,Mir Khan Mahar,Independent,21,142454,7101,149555,296064,50.51 %
1657,Ghotki-I,NA-200,Pir Bux Solangi,Muttahida Qaumi Movement Pakistan,31,142454,7101,149555,296064,50.51 %
1658,Ghotki-I,NA-200,Sanwal Khan Shar,Independent,195,142454,7101,149555,296064,50.51 %
1659,Ghotki-I,NA-200,Sardar Ahmed Ali Khan Pitafi,Independent,109,142454,7101,149555,296064,50.51 %
1660,Ghotki-I,NA-200,Ziauddin Khan Chacher,Independent,19,142454,7101,149555,296064,50.51 %
1661,Ghotki-II,NA-201,Abdul Razaq Khan Mahar,Independent,57,127440,4003,131439,282085,46.19 %
1662,Ghotki-II,NA-201,Ali Mohammad Khan Mahar,Independent,74714,127440,4003,131439,282085,46.19 %
1663,Ghotki-II,NA-201,Dr.Imam Bux Khilji,Muttahida Qaumi Movement Pakistan,80,127440,4003,131439,282085,46.19 %
1664,Ghotki-II,NA-201,Jam Saifullah Khan Dharejo,Independent,50,127440,4003,131439,282085,46.19 %
1665,Ghotki-II,NA-201,Nadir Ali Chachar Advocate,Independent,48,127440,4003,131439,282085,46.19 %
1666,Ghotki-II,NA-201,Nadir Ali Khan,Independent,354,127440,4003,131439,282085,46.19 %
1667,Ghotki-II,NA-201,Sardar Ahmed Ali Khan Pitafi,Independent,92,127440,4003,131439,282085,46.19 %
1668,Ghotki-II,NA-201,Sardar Ahmed Khan alias Fayyaz Ali Khan Lund,Pakistan Peoples Party Parliamentarians,51894,127440,4003,131439,282085,46.19 %
1669,Ghotki-II,NA-201,Syed Attaullah Shah Bukhari,Pakistan Muslim League (N),105,127440,4003,131439,282085,46.19 %
1670,Ghotki-II,NA-201,Syed Ayaz Hussain Shah Bukhari,Independent,46,127440,4003,131439,282085,46.19 %
1671,Shikarpur (Old Shikarpur-I,NA-202,Abid Hussain Jatoi,Independent,79,101773,4577,106350,275349,38.62 %
1672,Shikarpur (Old Shikarpur-I,NA-202,Aftab Shahban Mirani,Pakistan Peoples Party Parliamentarians,47379,101773,4577,106350,275349,38.62 %
1673,Shikarpur (Old Shikarpur-I,NA-202,Juniad Ahmed Soomro,Independent,1577,101773,4577,106350,275349,38.62 %
1674,Shikarpur (Old Shikarpur-I,NA-202,Lal Hussain Khan Jatoi,Independent,309,101773,4577,106350,275349,38.62 %
1675,Shikarpur (Old Shikarpur-I,NA-202,Mir Hazar Khan Bhayo,Independent,185,101773,4577,106350,275349,38.62 %
1676,Shikarpur (Old Shikarpur-I,NA-202,Moulana Abdullah Pahore,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,12521,101773,4577,106350,275349,38.62 %
1677,Shikarpur (Old Shikarpur-I,NA-202,Muhammad Ibrahim Jatoi,National Peoples Party,39405,101773,4577,106350,275349,38.62 %
1678,Shikarpur (Old Shikarpur-I,NA-202,Qazi Hafizurehman,Independent,88,101773,4577,106350,275349,38.62 %
1679,Shikarpur (Old Shikarpur-I,NA-202,Syed Jehan Shah (Retd),Muttahida Qaumi Movement Pakistan,230,101773,4577,106350,275349,38.62 %
1680,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Agha Masihuddin Khan Durani,Independent,53,129376,3474,124976,241456,51.95 %
1681,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Agha Sameeruddin khan,Independent,13,129376,3474,124976,241456,51.95 %
1682,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Faiz Muhammad  Mahar,Independent,57,129376,3474,124976,241456,51.95 %
1683,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Ghous Bux Khan Mahar,Pakistan Muslim League,89921,129376,3474,124976,241456,51.95 %
1684,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Sardar Wahid Baksh Bhahiyo,Pakistan Peoples Party Parliamentarians,39123,129376,3474,124976,241456,51.95 %
1685,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Shah Nawaz   Mahar,Muttahida Qaumi Movement Pakistan,90,129376,3474,124976,241456,51.95 %
1686,Shikarpur-cum-Sukkur-cum-Larkana (Old Shikarpur-II,NA-203,Tofique Ahmed,Independent,130,129376,3474,124976,241456,51.95 %
1687,Larkana (Old Larkana I,NA-204,Hafiz Ahmed Ali Abbasi,Independent,256,97697,1834,99528,374350,26.58 %
1688,Larkana (Old Larkana I,NA-204,Mr. Abdul Karim Shaikh,Independent,61,97697,1834,99528,374350,26.58 %
1689,Larkana (Old Larkana I,NA-204,Mr. Asghar Shah Rashidi,Sindh United Party,96,97697,1834,99528,374350,26.58 %
1690,Larkana (Old Larkana I,NA-204,Mr. Ghulam Mohiuddin Durrani (Advocate),Muttahida Qaumi Movement Pakistan,526,97697,1834,99528,374350,26.58 %
1691,Larkana (Old Larkana I,NA-204,Mr. Ghulam Sarwar Siyal (Babu),Pakistan Muslim League,1669,97697,1834,99528,374350,26.58 %
1692,Larkana (Old Larkana I,NA-204,Mr. Mohammad Anwar Bhutto,Independent,145,97697,1834,99528,374350,26.58 %
1693,Larkana (Old Larkana I,NA-204,Mr. Sanaullah Abbasi,Independent,624,97697,1834,99528,374350,26.58 %
1694,Larkana (Old Larkana I,NA-204,Mr. Shahid Hussain Bhutto,Pakistan Peoples Party Parliamentarians,81439,97697,1834,99528,374350,26.58 %
1695,Larkana (Old Larkana I,NA-204,"Mr. Zulfiqar Qadri,",Independent,63,97697,1834,99528,374350,26.58 %
1696,Larkana (Old Larkana I,NA-204,Mr.Babu Sarfraz Khan Jatoi,Pakistan Muslim League (N),184,97697,1834,99528,374350,26.58 %
1697,Larkana (Old Larkana I,NA-204,Mr.Safdar Ali Mithani,Independent,29,97697,1834,99528,374350,26.58 %
1698,Larkana (Old Larkana I,NA-204,Mufti Abdul Nabi Langah,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,127,97697,1834,99528,374350,26.58 %
1699,Larkana (Old Larkana I,NA-204,Muhtarma Ghanwa Bhutto,Pakistan Peoples Party (Shaheed Bhutto),12271,97697,1834,99528,374350,26.58 %
1700,Larkana (Old Larkana I,NA-204,Syed Peer Shah Bukhari,Independent,207,97697,1834,99528,374350,26.58 %
1701,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Abdul Ghaffar Brohi,Independent,32,101146,2743,103928,276839,37.54 %
1702,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Ali Gohar Phulpoto,Independent,16,101146,2743,103928,276839,37.54 %
1703,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Ali Raza Cholyani,Independent,11,101146,2743,103928,276839,37.54 %
1704,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Altaf Hussain Unar,Pakistan Muslim League,25847,101146,2743,103928,276839,37.54 %
1705,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Hameer Imdad Unar,Pakistan Muslim League (N),98,101146,2743,103928,276839,37.54 %
1706,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Hizbullah Bughio,Independent,70,101146,2743,103928,276839,37.54 %
1707,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Moulana Abdul Razaque Abid Lakho.,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,1259,101146,2743,103928,276839,37.54 %
1708,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Nazir Ahmed Bughio,Pakistan Peoples Party Parliamentarians,72928,101146,2743,103928,276839,37.54 %
1709,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Qamaruddin Bhatti.,Independent,294,101146,2743,103928,276839,37.54 %
1710,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Sanaullah Abbasi,Independent,526,101146,2743,103928,276839,37.54 %
1711,Larka cum-Kamber Shahdadkot (Old Larkana II,NA-205,Suhail Ahmed Abbasi Advocate.,Muttahida Qaumi Movement Pakistan,65,101146,2743,103928,276839,37.54 %
1712,Kamber Shahdadkot (Old Larkana III,NA-206,Ali Raza Choliani,Pakistan Muslim League (N),112,75181,2392,77573,148797,52 %
1713,Kamber Shahdadkot (Old Larkana III,NA-206,Burhan Chandio,Independent,169,75181,2392,77573,148797,52 %
1714,Kamber Shahdadkot (Old Larkana III,NA-206,Gulzar Ahmed Mughari,Muttahida Qaumi Movement Pakistan,89,75181,2392,77573,148797,52 %
1715,Kamber Shahdadkot (Old Larkana III,NA-206,Khalid Iqbal Memon,Independent,65,75181,2392,77573,148797,52 %
1716,Kamber Shahdadkot (Old Larkana III,NA-206,Khushhal Khan Brohi,Independent,70,75181,2392,77573,148797,52 %
1717,Kamber Shahdadkot (Old Larkana III,NA-206,Mashooque Ali Channa,Independent,56,75181,2392,77573,148797,52 %
1718,Kamber Shahdadkot (Old Larkana III,NA-206,Mir Amir Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,49524,75181,2392,77573,148797,52 %
1719,Kamber Shahdadkot (Old Larkana III,NA-206,Muhammad Ishaque Tunio,Independent,312,75181,2392,77573,148797,52 %
1720,Kamber Shahdadkot (Old Larkana III,NA-206,Muhammad Siddique Mughari,Independent,1239,75181,2392,77573,148797,52 %
1721,Kamber Shahdadkot (Old Larkana III,NA-206,Sardar Khan Chandio,Pakistan Muslim League,23545,75181,2392,77573,148797,52 %
